,Period,Price,Type,Location,Property Ref,Added On,Last Updated,Market Status,Parking Spaces,Bedrooms,Bathrooms,Toilets,   ,Servicing,Service Charge,Total Area,Covered Area,Furnishing
4731, per annum,"1,200,000", Flat / Apartment," Estate In Abijo After Crown Estate After Majek, Sangotedo, Ajah, Lagos", 1310906, 06 May 2022, 06 May 2022, Available, 3, 3, 3, 4, ,,, 650 sqm, 400 sqm,
4732, per annum,"1,000,000", Flat / Apartment," Estate Around Lbs Area, Olokonla, Ajah, Lagos", 1310910, 06 May 2022, 06 May 2022, Available, 2, 2, 2, 3, ,,, 650 sqm, 400 sqm,
4733, per annum,"2,700,000", Semi-detached Duplex," Mobil Road, Ajah, Lagos", 1310903, 06 May 2022, 06 May 2022, Available, 3, 4, 4, 5,,,,,,
4734, per annum,"1,400,000", Flat / Apartment," Ikota Royal Estate, Lekki, Lagos", 1310899, 06 May 2022, 06 May 2022, Available,, 2, 2,, ,,,,,
4735, per annum,"4,500,000", Semi-detached Duplex," Orchid, Lekki, Lagos", 1310883, 06 May 2022, 06 May 2022, Available,, 4, 4, 4, ,,,,,
4736, per annum,"3,500,000", Flat / Apartment," Wuye, Wuye, Abuja", 1310881, 06 May 2022, 06 May 2022, Available, 5, 3, 4, 4,,,,,,
4737, per annum,"3,000,000", Terraced Duplex," Gwarinpa, Abuja", 1310851, 06 May 2022, 06 May 2022, Available, 3, 4, 4, 5, , Serviced," ₦15,000 per month",,,
4738, per annum,"2,000,000", Flat / Apartment," 2nd Avenue, Gwarinpa, Abuja", 1310849, 06 May 2022, 06 May 2022, Available,, 2, 2, 3, ,,,,,
4739, per annum,"800,000", Flat / Apartment," Gabriel Ave Opposite Naf Harmony Estate Rukpakulusi, Rukpakulusi, Port Harcourt, Rivers", 1310848, 06 May 2022, 06 May 2022, Available, 8, 2, 3, 3, ,,, 466 sqm, 359 sqm,
4740, per annum,"8,000,000", Flat / Apartment," Guzape District, Abuja", 984095, 22 Jun 2021, 06 Apr 2022, Available, 3, 3, 3, 4, , Serviced,,,, Furnished
4741, per annum,"3,500,000", Terraced Duplex," Orchid Road, Lekki, Lagos", 1310835, 06 May 2022, 06 May 2022, Available, 3, 4, 4, 5,,,,,,
4742, per annum,"2,500,000", Flat / Apartment," By Gilmore, Jahi, Abuja", 1309952, 05 May 2022, 05 May 2022, Available, 2, 2, 2, 3, , Serviced," ₦500,000 per annum",,,
4743, per annum,"2,500,000", Flat / Apartment," Inside Chevy View Estate, Lekki, Lagos", 1310208, 05 May 2022, 05 May 2022, Available, 2, 3, 3, 3,,,,,,
4744, per annum,"6,000,000", Semi-detached Duplex," Inside Chevy View Estate, Lekki, Lagos", 1310139, 05 May 2022, 05 May 2022, Available, 5, 4, 5, 5,,,,,,
4745, per annum,"3,500,000", Terraced Duplex," Lekki, Lagos", 1310063, 05 May 2022, 05 May 2022, Available, 3, 4, 5, 5, , Serviced," ₦40,000 per month",,,
4746, per annum,"6,000,000", Flat / Apartment," Dideolu Estate, Off Ligali Ayorinde, Victoria Island (VI), Lagos", 838601, 22 Jan 2021, 05 May 2022, Available, 2, 3, 3, 4, , Serviced," ₦2,500,000 per annum",,,
4747, per annum,"17,000,000", Commercial Land," Water Corporation Drive, Oniru, Victoria Island (VI), Lagos", 1304316, 28 Apr 2022, 06 May 2022, Available, 15,,,, ,,," 1,277 sqm", 68 sqm,
4748, per annum,"1,300,000", Flat / Apartment," In An Estate Around Lbs Area, Olokonla, Ajah, Lagos", 1310917, 06 May 2022, 06 May 2022, Available, 2, 2, 2, 3, ,,, 650 sqm, 500 sqm,
4749, per annum,"3,000,000", Flat / Apartment," Osapa, Lekki, Lagos", 1310915, 06 May 2022, 06 May 2022, Available, 2, 3, 3, 4, , Serviced," ₦500,000 per annum",,,
4750, per annum,"2,500,000", Flat / Apartment," Osapa London, Osapa, Lekki, Lagos", 1310913, 06 May 2022, 06 May 2022, Available, 2, 2, 2, 3, , Serviced," ₦500,000 "," 1,900 sqm"," 1,500 sqm",
4751, per annum,"3,000,000", Flat / Apartment," Osapa London, Osapa, Lekki, Lagos", 1310911, 06 May 2022, 06 May 2022, Available, 2, 3, 3, 4, , Serviced," ₦500,000 per annum"," 1,900 sqm"," 1,500 sqm",
4752, per annum,"1,200,000", Flat / Apartment," Estate In Abijo After Crown Estate After Majek, Sangotedo, Ajah, Lagos", 1310906, 06 May 2022, 06 May 2022, Available, 3, 3, 3, 4, ,,, 650 sqm, 400 sqm,
4753, per annum,"1,000,000", Flat / Apartment," Estate Around Lbs Area, Olokonla, Ajah, Lagos", 1310910, 06 May 2022, 06 May 2022, Available, 2, 2, 2, 3, ,,, 650 sqm, 400 sqm,
4754, per annum,"2,700,000", Semi-detached Duplex," Mobil Road, Ajah, Lagos", 1310903, 06 May 2022, 06 May 2022, Available, 3, 4, 4, 5,,,,,,
4755, per annum,"1,400,000", Flat / Apartment," Ikota Royal Estate, Lekki, Lagos", 1310899, 06 May 2022, 06 May 2022, Available,, 2, 2,, ,,,,,
4756, per annum,"4,500,000", Semi-detached Duplex," Orchid, Lekki, Lagos", 1310883, 06 May 2022, 06 May 2022, Available,, 4, 4, 4, ,,,,,
4757, per annum,"3,500,000", Flat / Apartment," Wuye, Wuye, Abuja", 1310881, 06 May 2022, 06 May 2022, Available, 5, 3, 4, 4,,,,,,
4758, per annum,"3,000,000", Terraced Duplex," Gwarinpa, Abuja", 1310851, 06 May 2022, 06 May 2022, Available, 3, 4, 4, 5, , Serviced," ₦15,000 per month",,,
4759, per annum,"2,000,000", Flat / Apartment," 2nd Avenue, Gwarinpa, Abuja", 1310849, 06 May 2022, 06 May 2022, Available,, 2, 2, 3, ,,,,,
4760, per annum,"800,000", Flat / Apartment," Gabriel Ave Opposite Naf Harmony Estate Rukpakulusi, Rukpakulusi, Port Harcourt, Rivers", 1310848, 06 May 2022, 06 May 2022, Available, 8, 2, 3, 3, ,,, 466 sqm, 359 sqm,
4761, per annum,"8,000,000", Flat / Apartment," Guzape District, Abuja", 984095, 22 Jun 2021, 06 Apr 2022, Available, 3, 3, 3, 4, , Serviced,,,, Furnished
4762, per annum,"3,500,000", Terraced Duplex," Orchid Road, Lekki, Lagos", 1310835, 06 May 2022, 06 May 2022, Available, 3, 4, 4, 5,,,,,,
4763, per annum,"2,500,000", Flat / Apartment," By Gilmore, Jahi, Abuja", 1309952, 05 May 2022, 05 May 2022, Available, 2, 2, 2, 3, , Serviced," ₦500,000 per annum",,,
4764, per annum,"2,500,000", Flat / Apartment," Inside Chevy View Estate, Lekki, Lagos", 1310208, 05 May 2022, 05 May 2022, Available, 2, 3, 3, 3,,,,,,
4765, per annum,"6,000,000", Semi-detached Duplex," Inside Chevy View Estate, Lekki, Lagos", 1310139, 05 May 2022, 05 May 2022, Available, 5, 4, 5, 5,,,,,,
4766, per annum,"3,500,000", Terraced Duplex," Lekki, Lagos", 1310063, 05 May 2022, 05 May 2022, Available, 3, 4, 5, 5, , Serviced," ₦40,000 per month",,,
4767, per annum,"3,000,000", Office Space," Sokode Crescent, Zone 5, Wuse, Abuja", 638787, 05 Jun 2020, 27 Apr 2022, Available, 30,,, 5, , Serviced," ₦240,000 per annum",,, Furnished
4768, per annum,"17,000,000", Commercial Land," Water Corporation Drive, Oniru, Victoria Island (VI), Lagos", 1304316, 28 Apr 2022, 06 May 2022, Available, 15,,,, ,,," 1,277 sqm", 68 sqm,
4769, per annum,"1,300,000", Flat / Apartment," In An Estate Around Lbs Area, Olokonla, Ajah, Lagos", 1310917, 06 May 2022, 06 May 2022, Available, 2, 2, 2, 3, ,,, 650 sqm, 500 sqm,
4770, per annum,"3,000,000", Flat / Apartment," Osapa, Lekki, Lagos", 1310915, 06 May 2022, 06 May 2022, Available, 2, 3, 3, 4, , Serviced," ₦500,000 per annum",,,
4771, per annum,"2,500,000", Flat / Apartment," Osapa London, Osapa, Lekki, Lagos", 1310913, 06 May 2022, 06 May 2022, Available, 2, 2, 2, 3, , Serviced," ₦500,000 "," 1,900 sqm"," 1,500 sqm",
4772, per annum,"3,000,000", Flat / Apartment," Osapa London, Osapa, Lekki, Lagos", 1310911, 06 May 2022, 06 May 2022, Available, 2, 3, 3, 4, , Serviced," ₦500,000 per annum"," 1,900 sqm"," 1,500 sqm",
4773, per annum,"1,200,000", Flat / Apartment," Estate In Abijo After Crown Estate After Majek, Sangotedo, Ajah, Lagos", 1310906, 06 May 2022, 06 May 2022, Available, 3, 3, 3, 4, ,,, 650 sqm, 400 sqm,
4774, per annum,"1,000,000", Flat / Apartment," Estate Around Lbs Area, Olokonla, Ajah, Lagos", 1310910, 06 May 2022, 06 May 2022, Available, 2, 2, 2, 3, ,,, 650 sqm, 400 sqm,
4775, per annum,"2,700,000", Semi-detached Duplex," Mobil Road, Ajah, Lagos", 1310903, 06 May 2022, 06 May 2022, Available, 3, 4, 4, 5,,,,,,
4776, per annum,"1,400,000", Flat / Apartment," Ikota Royal Estate, Lekki, Lagos", 1310899, 06 May 2022, 06 May 2022, Available,, 2, 2,, ,,,,,
4777, per annum,"4,500,000", Semi-detached Duplex," Orchid, Lekki, Lagos", 1310883, 06 May 2022, 06 May 2022, Available,, 4, 4, 4, ,,,,,
4778, per annum,"3,500,000", Flat / Apartment," Wuye, Wuye, Abuja", 1310881, 06 May 2022, 06 May 2022, Available, 5, 3, 4, 4,,,,,,
4779, per annum,"3,000,000", Terraced Duplex," Gwarinpa, Abuja", 1310851, 06 May 2022, 06 May 2022, Available, 3, 4, 4, 5, , Serviced," ₦15,000 per month",,,
4780, per annum,"2,000,000", Flat / Apartment," 2nd Avenue, Gwarinpa, Abuja", 1310849, 06 May 2022, 06 May 2022, Available,, 2, 2, 3, ,,,,,
4781, per annum,"800,000", Flat / Apartment," Gabriel Ave Opposite Naf Harmony Estate Rukpakulusi, Rukpakulusi, Port Harcourt, Rivers", 1310848, 06 May 2022, 06 May 2022, Available, 8, 2, 3, 3, ,,, 466 sqm, 359 sqm,
4782, per annum,"8,000,000", Flat / Apartment," Guzape District, Abuja", 984095, 22 Jun 2021, 06 Apr 2022, Available, 3, 3, 3, 4, , Serviced,,,, Furnished
4783, per annum,"3,500,000", Terraced Duplex," Orchid Road, Lekki, Lagos", 1310835, 06 May 2022, 06 May 2022, Available, 3, 4, 4, 5,,,,,,
4784, per annum,"2,500,000", Flat / Apartment," By Gilmore, Jahi, Abuja", 1309952, 05 May 2022, 05 May 2022, Available, 2, 2, 2, 3, , Serviced," ₦500,000 per annum",,,
4785, per annum,"2,500,000", Flat / Apartment," Inside Chevy View Estate, Lekki, Lagos", 1310208, 05 May 2022, 05 May 2022, Available, 2, 3, 3, 3,,,,,,
4786, per annum,"6,000,000", Semi-detached Duplex," Inside Chevy View Estate, Lekki, Lagos", 1310139, 05 May 2022, 05 May 2022, Available, 5, 4, 5, 5,,,,,,
4787, per annum,"3,500,000", Terraced Duplex," Lekki, Lagos", 1310063, 05 May 2022, 05 May 2022, Available, 3, 4, 5, 5, , Serviced," ₦40,000 per month",,,
4788, per annum,"3,000,000", Office Space," Sokode Crescent, Zone 5, Wuse, Abuja", 638787, 05 Jun 2020, 27 Apr 2022, Available, 30,,, 5, , Serviced," ₦240,000 per annum",,, Furnished
4789, per annum,"17,000,000", Commercial Land," Water Corporation Drive, Oniru, Victoria Island (VI), Lagos", 1304316, 28 Apr 2022, 06 May 2022, Available, 15,,,, ,,," 1,277 sqm", 68 sqm,
4790, per annum,"1,300,000", Flat / Apartment," In An Estate Around Lbs Area, Olokonla, Ajah, Lagos", 1310917, 06 May 2022, 06 May 2022, Available, 2, 2, 2, 3, ,,, 650 sqm, 500 sqm,
4791, per annum,"3,000,000", Flat / Apartment," Osapa, Lekki, Lagos", 1310915, 06 May 2022, 06 May 2022, Available, 2, 3, 3, 4, , Serviced," ₦500,000 per annum",,,
4792, per annum,"2,500,000", Flat / Apartment," Osapa London, Osapa, Lekki, Lagos", 1310913, 06 May 2022, 06 May 2022, Available, 2, 2, 2, 3, , Serviced," ₦500,000 "," 1,900 sqm"," 1,500 sqm",
4793, per annum,"3,000,000", Flat / Apartment," Osapa London, Osapa, Lekki, Lagos", 1310911, 06 May 2022, 06 May 2022, Available, 2, 3, 3, 4, , Serviced," ₦500,000 per annum"," 1,900 sqm"," 1,500 sqm",
4794, per annum,"1,200,000", Flat / Apartment," Estate In Abijo After Crown Estate After Majek, Sangotedo, Ajah, Lagos", 1310906, 06 May 2022, 06 May 2022, Available, 3, 3, 3, 4, ,,, 650 sqm, 400 sqm,
4795, per annum,"1,000,000", Flat / Apartment," Estate Around Lbs Area, Olokonla, Ajah, Lagos", 1310910, 06 May 2022, 06 May 2022, Available, 2, 2, 2, 3, ,,, 650 sqm, 400 sqm,
4796, per annum,"2,700,000", Semi-detached Duplex," Mobil Road, Ajah, Lagos", 1310903, 06 May 2022, 06 May 2022, Available, 3, 4, 4, 5,,,,,,
4797, per annum,"1,400,000", Flat / Apartment," Ikota Royal Estate, Lekki, Lagos", 1310899, 06 May 2022, 06 May 2022, Available,, 2, 2,, ,,,,,
4798, per annum,"4,500,000", Semi-detached Duplex," Orchid, Lekki, Lagos", 1310883, 06 May 2022, 06 May 2022, Available,, 4, 4, 4, ,,,,,
4799, per annum,"3,500,000", Flat / Apartment," Wuye, Wuye, Abuja", 1310881, 06 May 2022, 06 May 2022, Available, 5, 3, 4, 4,,,,,,
4800, per annum,"3,000,000", Terraced Duplex," Gwarinpa, Abuja", 1310851, 06 May 2022, 06 May 2022, Available, 3, 4, 4, 5, , Serviced," ₦15,000 per month",,,
4801, per annum,"2,000,000", Flat / Apartment," 2nd Avenue, Gwarinpa, Abuja", 1310849, 06 May 2022, 06 May 2022, Available,, 2, 2, 3, ,,,,,
4802, per annum,"800,000", Flat / Apartment," Gabriel Ave Opposite Naf Harmony Estate Rukpakulusi, Rukpakulusi, Port Harcourt, Rivers", 1310848, 06 May 2022, 06 May 2022, Available, 8, 2, 3, 3, ,,, 466 sqm, 359 sqm,
4803, per annum,"8,000,000", Flat / Apartment," Guzape District, Abuja", 984095, 22 Jun 2021, 06 Apr 2022, Available, 3, 3, 3, 4, , Serviced,,,, Furnished
4804, per annum,"3,500,000", Terraced Duplex," Orchid Road, Lekki, Lagos", 1310835, 06 May 2022, 06 May 2022, Available, 3, 4, 4, 5,,,,,,
4805, per annum,"2,500,000", Flat / Apartment," By Gilmore, Jahi, Abuja", 1309952, 05 May 2022, 05 May 2022, Available, 2, 2, 2, 3, , Serviced," ₦500,000 per annum",,,
4806, per annum,"2,500,000", Flat / Apartment," Inside Chevy View Estate, Lekki, Lagos", 1310208, 05 May 2022, 05 May 2022, Available, 2, 3, 3, 3,,,,,,
4807, per annum,"6,000,000", Semi-detached Duplex," Inside Chevy View Estate, Lekki, Lagos", 1310139, 05 May 2022, 05 May 2022, Available, 5, 4, 5, 5,,,,,,
4808, per annum,"3,500,000", Terraced Duplex," Lekki, Lagos", 1310063, 05 May 2022, 05 May 2022, Available, 3, 4, 5, 5, , Serviced," ₦40,000 per month",,,
4809, per day,"50,000", Conference / Meeting / Training Room," 21, Ogunnusi Road., Ogba, Ikeja, Lagos", 1220208, 07 Feb 2022, 07 Feb 2022, Available, 120,,,,,,,,,
4810, per annum,"17,000,000", Commercial Land," Water Corporation Drive, Oniru, Victoria Island (VI), Lagos", 1304316, 28 Apr 2022, 06 May 2022, Available, 15,,,, ,,," 1,277 sqm", 68 sqm,
4811, per annum,"1,300,000", Flat / Apartment," In An Estate Around Lbs Area, Olokonla, Ajah, Lagos", 1310917, 06 May 2022, 06 May 2022, Available, 2, 2, 2, 3, ,,, 650 sqm, 500 sqm,
4812, per annum,"3,000,000", Flat / Apartment," Osapa, Lekki, Lagos", 1310915, 06 May 2022, 06 May 2022, Available, 2, 3, 3, 4, , Serviced," ₦500,000 per annum",,,
4813, per annum,"2,500,000", Flat / Apartment," Osapa London, Osapa, Lekki, Lagos", 1310913, 06 May 2022, 06 May 2022, Available, 2, 2, 2, 3, , Serviced," ₦500,000 "," 1,900 sqm"," 1,500 sqm",
4814, per annum,"3,000,000", Flat / Apartment," Osapa London, Osapa, Lekki, Lagos", 1310911, 06 May 2022, 06 May 2022, Available, 2, 3, 3, 4, , Serviced," ₦500,000 per annum"," 1,900 sqm"," 1,500 sqm",
4815, per annum,"1,200,000", Flat / Apartment," Estate In Abijo After Crown Estate After Majek, Sangotedo, Ajah, Lagos", 1310906, 06 May 2022, 06 May 2022, Available, 3, 3, 3, 4, ,,, 650 sqm, 400 sqm,
4816, per annum,"1,000,000", Flat / Apartment," Estate Around Lbs Area, Olokonla, Ajah, Lagos", 1310910, 06 May 2022, 06 May 2022, Available, 2, 2, 2, 3, ,,, 650 sqm, 400 sqm,
4817, per annum,"2,700,000", Semi-detached Duplex," Mobil Road, Ajah, Lagos", 1310903, 06 May 2022, 06 May 2022, Available, 3, 4, 4, 5,,,,,,
4818, per annum,"1,400,000", Flat / Apartment," Ikota Royal Estate, Lekki, Lagos", 1310899, 06 May 2022, 06 May 2022, Available,, 2, 2,, ,,,,,
4819, per annum,"4,500,000", Semi-detached Duplex," Orchid, Lekki, Lagos", 1310883, 06 May 2022, 06 May 2022, Available,, 4, 4, 4, ,,,,,
4820, per annum,"3,500,000", Flat / Apartment," Wuye, Wuye, Abuja", 1310881, 06 May 2022, 06 May 2022, Available, 5, 3, 4, 4,,,,,,
4821, per annum,"3,000,000", Terraced Duplex," Gwarinpa, Abuja", 1310851, 06 May 2022, 06 May 2022, Available, 3, 4, 4, 5, , Serviced," ₦15,000 per month",,,
4822, per annum,"2,000,000", Flat / Apartment," 2nd Avenue, Gwarinpa, Abuja", 1310849, 06 May 2022, 06 May 2022, Available,, 2, 2, 3, ,,,,,
4823, per annum,"800,000", Flat / Apartment," Gabriel Ave Opposite Naf Harmony Estate Rukpakulusi, Rukpakulusi, Port Harcourt, Rivers", 1310848, 06 May 2022, 06 May 2022, Available, 8, 2, 3, 3, ,,, 466 sqm, 359 sqm,
4824, per annum,"8,000,000", Flat / Apartment," Guzape District, Abuja", 984095, 22 Jun 2021, 06 Apr 2022, Available, 3, 3, 3, 4, , Serviced,,,, Furnished
4825, per annum,"3,500,000", Terraced Duplex," Orchid Road, Lekki, Lagos", 1310835, 06 May 2022, 06 May 2022, Available, 3, 4, 4, 5,,,,,,
4826, per annum,"2,500,000", Flat / Apartment," By Gilmore, Jahi, Abuja", 1309952, 05 May 2022, 05 May 2022, Available, 2, 2, 2, 3, , Serviced," ₦500,000 per annum",,,
4827, per annum,"2,500,000", Flat / Apartment," Inside Chevy View Estate, Lekki, Lagos", 1310208, 05 May 2022, 05 May 2022, Available, 2, 3, 3, 3,,,,,,
4828, per annum,"6,000,000", Semi-detached Duplex," Inside Chevy View Estate, Lekki, Lagos", 1310139, 05 May 2022, 05 May 2022, Available, 5, 4, 5, 5,,,,,,
4829, per annum,"3,500,000", Terraced Duplex," Lekki, Lagos", 1310063, 05 May 2022, 05 May 2022, Available, 3, 4, 5, 5, , Serviced," ₦40,000 per month",,,
4830, per annum,"3,000,000", Terraced Duplex," Amity Estate, Sangotedo, Ajah, Lagos", 979164, 17 Jun 2021, 04 May 2022, Available, 2, 3, 3, 4,,,,,,
4831, per annum,"17,000,000", Commercial Land," Water Corporation Drive, Oniru, Victoria Island (VI), Lagos", 1304316, 28 Apr 2022, 06 May 2022, Available, 15,,,, ,,," 1,277 sqm", 68 sqm,
4832, per annum,"1,300,000", Flat / Apartment," In An Estate Around Lbs Area, Olokonla, Ajah, Lagos", 1310917, 06 May 2022, 06 May 2022, Available, 2, 2, 2, 3, ,,, 650 sqm, 500 sqm,
4833, per annum,"3,000,000", Flat / Apartment," Osapa, Lekki, Lagos", 1310915, 06 May 2022, 06 May 2022, Available, 2, 3, 3, 4, , Serviced," ₦500,000 per annum",,,
4834, per annum,"2,500,000", Flat / Apartment," Osapa London, Osapa, Lekki, Lagos", 1310913, 06 May 2022, 06 May 2022, Available, 2, 2, 2, 3, , Serviced," ₦500,000 "," 1,900 sqm"," 1,500 sqm",
4835, per annum,"3,000,000", Flat / Apartment," Osapa London, Osapa, Lekki, Lagos", 1310911, 06 May 2022, 06 May 2022, Available, 2, 3, 3, 4, , Serviced," ₦500,000 per annum"," 1,900 sqm"," 1,500 sqm",
4836, per annum,"1,200,000", Flat / Apartment," Estate In Abijo After Crown Estate After Majek, Sangotedo, Ajah, Lagos", 1310906, 06 May 2022, 06 May 2022, Available, 3, 3, 3, 4, ,,, 650 sqm, 400 sqm,
4837, per annum,"1,000,000", Flat / Apartment," Estate Around Lbs Area, Olokonla, Ajah, Lagos", 1310910, 06 May 2022, 06 May 2022, Available, 2, 2, 2, 3, ,,, 650 sqm, 400 sqm,
4838, per annum,"2,700,000", Semi-detached Duplex," Mobil Road, Ajah, Lagos", 1310903, 06 May 2022, 06 May 2022, Available, 3, 4, 4, 5,,,,,,
4839, per annum,"1,400,000", Flat / Apartment," Ikota Royal Estate, Lekki, Lagos", 1310899, 06 May 2022, 06 May 2022, Available,, 2, 2,, ,,,,,
4840, per annum,"4,500,000", Semi-detached Duplex," Orchid, Lekki, Lagos", 1310883, 06 May 2022, 06 May 2022, Available,, 4, 4, 4, ,,,,,
4841, per annum,"3,500,000", Flat / Apartment," Wuye, Wuye, Abuja", 1310881, 06 May 2022, 06 May 2022, Available, 5, 3, 4, 4,,,,,,
4842, per annum,"3,000,000", Terraced Duplex," Gwarinpa, Abuja", 1310851, 06 May 2022, 06 May 2022, Available, 3, 4, 4, 5, , Serviced," ₦15,000 per month",,,
4843, per annum,"2,000,000", Flat / Apartment," 2nd Avenue, Gwarinpa, Abuja", 1310849, 06 May 2022, 06 May 2022, Available,, 2, 2, 3, ,,,,,
4844, per annum,"800,000", Flat / Apartment," Gabriel Ave Opposite Naf Harmony Estate Rukpakulusi, Rukpakulusi, Port Harcourt, Rivers", 1310848, 06 May 2022, 06 May 2022, Available, 8, 2, 3, 3, ,,, 466 sqm, 359 sqm,
4845, per annum,"8,000,000", Flat / Apartment," Guzape District, Abuja", 984095, 22 Jun 2021, 06 Apr 2022, Available, 3, 3, 3, 4, , Serviced,,,, Furnished
4846, per annum,"3,500,000", Terraced Duplex," Orchid Road, Lekki, Lagos", 1310835, 06 May 2022, 06 May 2022, Available, 3, 4, 4, 5,,,,,,
4847, per annum,"2,500,000", Flat / Apartment," By Gilmore, Jahi, Abuja", 1309952, 05 May 2022, 05 May 2022, Available, 2, 2, 2, 3, , Serviced," ₦500,000 per annum",,,
4848, per annum,"2,500,000", Flat / Apartment," Inside Chevy View Estate, Lekki, Lagos", 1310208, 05 May 2022, 05 May 2022, Available, 2, 3, 3, 3,,,,,,
4849, per annum,"6,000,000", Semi-detached Duplex," Inside Chevy View Estate, Lekki, Lagos", 1310139, 05 May 2022, 05 May 2022, Available, 5, 4, 5, 5,,,,,,
4850, per annum,"3,500,000", Terraced Duplex," Lekki, Lagos", 1310063, 05 May 2022, 05 May 2022, Available, 3, 4, 5, 5, , Serviced," ₦40,000 per month",,,
4851, per day,"60,000", Conference / Meeting / Training Room," Kado, Abuja", 638818, 05 Jun 2020, 04 Mar 2022, Available, 10,,,,,,,,,
4852, per annum,"17,000,000", Commercial Land," Water Corporation Drive, Oniru, Victoria Island (VI), Lagos", 1304316, 28 Apr 2022, 06 May 2022, Available, 15,,,, ,,," 1,277 sqm", 68 sqm,
4853, per annum,"1,300,000", Flat / Apartment," In An Estate Around Lbs Area, Olokonla, Ajah, Lagos", 1310917, 06 May 2022, 06 May 2022, Available, 2, 2, 2, 3, ,,, 650 sqm, 500 sqm,
4854, per annum,"3,000,000", Flat / Apartment," Osapa, Lekki, Lagos", 1310915, 06 May 2022, 06 May 2022, Available, 2, 3, 3, 4, , Serviced," ₦500,000 per annum",,,
4855, per annum,"2,500,000", Flat / Apartment," Osapa London, Osapa, Lekki, Lagos", 1310913, 06 May 2022, 06 May 2022, Available, 2, 2, 2, 3, , Serviced," ₦500,000 "," 1,900 sqm"," 1,500 sqm",
4856, per annum,"3,000,000", Flat / Apartment," Osapa London, Osapa, Lekki, Lagos", 1310911, 06 May 2022, 06 May 2022, Available, 2, 3, 3, 4, , Serviced," ₦500,000 per annum"," 1,900 sqm"," 1,500 sqm",
4857, per annum,"1,200,000", Flat / Apartment," Estate In Abijo After Crown Estate After Majek, Sangotedo, Ajah, Lagos", 1310906, 06 May 2022, 06 May 2022, Available, 3, 3, 3, 4, ,,, 650 sqm, 400 sqm,
4858, per annum,"1,000,000", Flat / Apartment," Estate Around Lbs Area, Olokonla, Ajah, Lagos", 1310910, 06 May 2022, 06 May 2022, Available, 2, 2, 2, 3, ,,, 650 sqm, 400 sqm,
