,Period,Price,Type,Location,Property Ref,Added On,Last Updated,Market Status,Bedrooms,Bathrooms,Toilets,Parking Spaces,Servicing,Service Charge,   ,Total Area,Covered Area,Furnishing
980, per annum,"1,200,000", Flat / Apartment," Sangotedo, Ajah, Lagos", 1310459, 05 May 2022, 05 May 2022, Available, 3, 3, 4, 2,,,,,,
981, per annum,"6,000,000", Flat / Apartment," Chevron Drive, Ikota, Lekki, Lagos", 1310456, 05 May 2022, 05 May 2022, Available, 4, 4, 5, 4, Serviced," ₦70,000 per month", ,,,
982, per annum,"10,000,000", House," Alausa, Alausa, Ikeja, Lagos", 1310431, 05 May 2022, 05 May 2022, Available, 4, 4, 5,,,, ,,,
983, per annum,"2,000,000", Flat / Apartment," Borno Way, Ebute Metta East, Yaba, Lagos", 1310426, 05 May 2022, 05 May 2022, Available, 3, 3, 4, 6, Serviced," ₦240,000 per annum",,,, Furnished
984, per annum,"400,000", Mini Flat (Room and Parlour)," Abijo, Victory Villa Estate, Ajah, Lagos", 1310422, 05 May 2022, 05 May 2022, Available, 1, 1, 2, 1,,, ,,, Furnished
985, per annum,"450,000", Self Contain (Single Rooms)," Behind Abraham Adesanya, Roi Estate, Opposite Lekki Scheme 2, Ajiwe, Ajah, Lagos", 1310419, 05 May 2022, 05 May 2022, Available,, 1, 1, 3,,, ,,,
986, per annum,"10,500,000", Flat / Apartment," Victoria Island (VI), Lagos", 1229072, 16 Feb 2022, 05 May 2022, Available, 1, 1, 1, 1, Serviced," ₦5,500,000 per annum", ,,,
987, per annum,"1,400,000", Self Contain (Single Rooms)," Lekki County Homes, Ikota, Lekki, Lagos", 1303789, 28 Apr 2022, 05 May 2022, Available,, 4, 1,, Serviced," ₦150,000 per annum",,,,
988, per annum,"2,500,000", Flat / Apartment," By Gilmore, Jahi, Abuja", 1309952, 05 May 2022, 05 May 2022, Available, 2, 2, 3, 2, Serviced," ₦500,000 per annum", ,,,
989, per annum,"6,000,000", Semi-detached Duplex," Inside Chevy View Estate, Lekki, Lagos", 1310139, 05 May 2022, 05 May 2022, Available, 4, 5, 5, 5,,,,,,
990, per annum,"3,500,000", Terraced Duplex," Ikota Primary Sch, Lekki, Lagos", 1310063, 05 May 2022, 05 May 2022, Available, 4, 5, 5, 3, Serviced," ₦40,000 per month", ,,,
991, per annum,"5,000,000", Terraced Duplex," Asokoro District, Abuja", 1309707, 05 May 2022, 05 May 2022, Available, 4, 5, 5,, Serviced," ₦500,000 ", ,,,
992, per square meter / per annum,"40,000", Office Space," Herbert Macaulay Way, Central Business District, Abuja", 1235981, 22 Feb 2022, 26 Apr 2022, Available,, 2, 2, 1, Serviced," ₦11,000 per annum",, 600 sqm, 500 sqm,
993, per annum,"5,000,000", House," George Crescent Off Wemco Road, Ikeja, Lagos", 1310510, 05 May 2022, 05 May 2022, Available, 4, 4, 5,,,, ,,,
994, per annum,"1,500,000", Flat / Apartment," Yaba, Lagos., Yaba, Lagos", 1310499, 05 May 2022, 05 May 2022, Available, 3, 3, 4,,,, ,,,
995, per annum,"7,000,000", Flat / Apartment," Victoria Island., Victoria Island (VI), Lagos", 1310495, 05 May 2022, 05 May 2022, Available, 3, 2, 3, 2, Serviced," ₦4,000,000 per annum",,,, Furnished
996, per annum,"450,000", Self Contain (Single Rooms)," Mobile Road Ajah Ilaje, Ilaje, Ajah, Lagos", 1310488, 05 May 2022, 05 May 2022, Available,, 1, 1, 5,,, , 500 sqm," 5,000 sqm",
997, per annum,"5,000,000", Flat / Apartment," Lekki Lagos, Lekki Phase 1, Lekki, Lagos", 1310478, 05 May 2022, 05 May 2022, Available, 2, 2, 3, 2, Serviced," ₦1,300,000 per annum", ," 9,000 sqm"," 8,000 sqm",
998, per annum,"7,500,000", Flat / Apartment," Off Ajose Adeogun Road., Victoria Island (VI), Lagos", 1261937, 17 Mar 2022, 04 May 2022, Available, 3, 3, 4, 2, Serviced," ₦3,500,000 per annum",,,, Furnished
999, per annum,"12,000,000", Flat / Apartment," 1004 Estate, Victoria Island (VI), Lagos", 1308811, 04 May 2022, 05 May 2022, Available, 2, 2, 2, 4, Serviced,, ,,, Furnished
1000, per annum,"5,000,000", Flat / Apartment," Off Marwa Bus Stop Lekki Phase 1, Lekki Phase 1, Lekki, Lagos", 1310460, 05 May 2022, 05 May 2022, Available, 2, 2, 3, 2, Serviced," ₦1,300,000 per annum", ," 1,000 sqm", 600 sqm,
1001, per annum,"1,200,000", Flat / Apartment," Sangotedo, Ajah, Lagos", 1310459, 05 May 2022, 05 May 2022, Available, 3, 3, 4, 2,,,,,,
1002, per annum,"6,000,000", Flat / Apartment," Chevron Drive, Ikota, Lekki, Lagos", 1310456, 05 May 2022, 05 May 2022, Available, 4, 4, 5, 4, Serviced," ₦70,000 per month", ,,,
1003, per annum,"10,000,000", House," Alausa, Alausa, Ikeja, Lagos", 1310431, 05 May 2022, 05 May 2022, Available, 4, 4, 5,,,, ,,,
1004, per annum,"2,000,000", Flat / Apartment," Borno Way, Ebute Metta East, Yaba, Lagos", 1310426, 05 May 2022, 05 May 2022, Available, 3, 3, 4, 6, Serviced," ₦240,000 per annum",,,, Furnished
1005, per annum,"400,000", Mini Flat (Room and Parlour)," Abijo, Victory Villa Estate, Ajah, Lagos", 1310422, 05 May 2022, 05 May 2022, Available, 1, 1, 2, 1,,, ,,, Furnished
1006, per annum,"450,000", Self Contain (Single Rooms)," Behind Abraham Adesanya, Roi Estate, Opposite Lekki Scheme 2, Ajiwe, Ajah, Lagos", 1310419, 05 May 2022, 05 May 2022, Available,, 1, 1, 3,,, ,,,
1007, per annum,"10,500,000", Flat / Apartment," Victoria Island (VI), Lagos", 1229072, 16 Feb 2022, 05 May 2022, Available, 1, 1, 1, 1, Serviced," ₦5,500,000 per annum", ,,,
1008, per annum,"8,000,000", Terraced Duplex," Oniru, Victoria Island (VI), Lagos", 1243809, 02 Mar 2022, 11 Apr 2022, Available, 5, 5, 6,,,, ,,,
1009, per annum,"2,500,000", Flat / Apartment," By Gilmore, Jahi, Abuja", 1309952, 05 May 2022, 05 May 2022, Available, 2, 2, 3, 2, Serviced," ₦500,000 per annum", ,,,
1010, per annum,"6,000,000", Semi-detached Duplex," Inside Chevy View Estate, Lekki, Lagos", 1310139, 05 May 2022, 05 May 2022, Available, 4, 5, 5, 5,,,,,,
1011, per annum,"3,500,000", Terraced Duplex," Ikota Primary Sch, Lekki, Lagos", 1310063, 05 May 2022, 05 May 2022, Available, 4, 5, 5, 3, Serviced," ₦40,000 per month", ,,,
1012, per annum,"5,000,000", Terraced Duplex," Asokoro District, Abuja", 1309707, 05 May 2022, 05 May 2022, Available, 4, 5, 5,, Serviced," ₦500,000 ", ,,,
1013, per square meter / per annum,"40,000", Office Space," Herbert Macaulay Way, Central Business District, Abuja", 1235981, 22 Feb 2022, 26 Apr 2022, Available,, 2, 2, 1, Serviced," ₦11,000 per annum",, 600 sqm, 500 sqm,
1014, per annum,"5,000,000", House," George Crescent Off Wemco Road, Ikeja, Lagos", 1310510, 05 May 2022, 05 May 2022, Available, 4, 4, 5,,,, ,,,
1015, per annum,"1,500,000", Flat / Apartment," Yaba, Lagos., Yaba, Lagos", 1310499, 05 May 2022, 05 May 2022, Available, 3, 3, 4,,,, ,,,
1016, per annum,"7,000,000", Flat / Apartment," Victoria Island., Victoria Island (VI), Lagos", 1310495, 05 May 2022, 05 May 2022, Available, 3, 2, 3, 2, Serviced," ₦4,000,000 per annum",,,, Furnished
1017, per annum,"450,000", Self Contain (Single Rooms)," Mobile Road Ajah Ilaje, Ilaje, Ajah, Lagos", 1310488, 05 May 2022, 05 May 2022, Available,, 1, 1, 5,,, , 500 sqm," 5,000 sqm",
1018, per annum,"5,000,000", Flat / Apartment," Lekki Lagos, Lekki Phase 1, Lekki, Lagos", 1310478, 05 May 2022, 05 May 2022, Available, 2, 2, 3, 2, Serviced," ₦1,300,000 per annum", ," 9,000 sqm"," 8,000 sqm",
1019, per annum,"7,500,000", Flat / Apartment," Off Ajose Adeogun Road., Victoria Island (VI), Lagos", 1261937, 17 Mar 2022, 04 May 2022, Available, 3, 3, 4, 2, Serviced," ₦3,500,000 per annum",,,, Furnished
1020, per annum,"12,000,000", Flat / Apartment," 1004 Estate, Victoria Island (VI), Lagos", 1308811, 04 May 2022, 05 May 2022, Available, 2, 2, 2, 4, Serviced,, ,,, Furnished
1021, per annum,"5,000,000", Flat / Apartment," Off Marwa Bus Stop Lekki Phase 1, Lekki Phase 1, Lekki, Lagos", 1310460, 05 May 2022, 05 May 2022, Available, 2, 2, 3, 2, Serviced," ₦1,300,000 per annum", ," 1,000 sqm", 600 sqm,
1022, per annum,"1,200,000", Flat / Apartment," Sangotedo, Ajah, Lagos", 1310459, 05 May 2022, 05 May 2022, Available, 3, 3, 4, 2,,,,,,
1023, per annum,"6,000,000", Flat / Apartment," Chevron Drive, Ikota, Lekki, Lagos", 1310456, 05 May 2022, 05 May 2022, Available, 4, 4, 5, 4, Serviced," ₦70,000 per month", ,,,
1024, per annum,"10,000,000", House," Alausa, Alausa, Ikeja, Lagos", 1310431, 05 May 2022, 05 May 2022, Available, 4, 4, 5,,,, ,,,
1025, per annum,"2,000,000", Flat / Apartment," Borno Way, Ebute Metta East, Yaba, Lagos", 1310426, 05 May 2022, 05 May 2022, Available, 3, 3, 4, 6, Serviced," ₦240,000 per annum",,,, Furnished
1026, per annum,"400,000", Mini Flat (Room and Parlour)," Abijo, Victory Villa Estate, Ajah, Lagos", 1310422, 05 May 2022, 05 May 2022, Available, 1, 1, 2, 1,,, ,,, Furnished
1027, per annum,"450,000", Self Contain (Single Rooms)," Behind Abraham Adesanya, Roi Estate, Opposite Lekki Scheme 2, Ajiwe, Ajah, Lagos", 1310419, 05 May 2022, 05 May 2022, Available,, 1, 1, 3,,, ,,,
1028, per annum,"10,500,000", Flat / Apartment," Victoria Island (VI), Lagos", 1229072, 16 Feb 2022, 05 May 2022, Available, 1, 1, 1, 1, Serviced," ₦5,500,000 per annum", ,,,
